web-scraper-order,web-scraper-start-url,links,links-href,price,adresse,image-link-src,marque
"1738685921-72","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Vente de moto/ jetski à Dakar venant des USA","https://www.dakarvente.com/annonce-3296-vente-de-moto-jetski-dakar-venant-des-usa.html","1  FCFA","Offre d'un particulier à Almadies","media/annonces/pics/fe3c4f256f19c7696974a348f5c70e90.jpg","Nous livrons des motos , jetski en Afrique de l'ouest principalement à Dakar des USA . Yamaha 700 raptor , yamaha yz , jetski sea doo , jetski yamaha vx-ex , ktm et pleins d'autres . Nos véhicules sont vérifiés par des concessionnaires avant d'être livrée par conteneur jusqu'a votre porte ! FAITES VOS COMMANDES ET OFFREZ VOUS LA MOTO DE VOS RÊVES ! 

Veuillez me contacter par mail pour toute commande ou autre question principalement : pape-matar@hotmail.fr ou pour les plus patients par whatsapp !

Au plaisir de faire affaires avec vous !"
"1738685939-73","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","moto majesty 150","https://www.dakarvente.com/annonce-3484-moto-majesty-150.html","200.000  FCFA","Offre d'un particulier à Keur Massar","img/nophoto.png","Salut je vend  une moto majesty 150  yamaha  en bon état"
"1738685947-74","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Piaggio NRG DD kit 70","https://www.dakarvente.com/annonce-3601-piaggio-nrg-dd-kit-70.html","350.000  FCFA","Offre d'un particulier à Point E","media/annonces/pics/9ea70cdf0a022570ae475cadffa17cb6.jpg","Je cède ce magnifique Piaggio NRG DD quasi neuf avec - de 300 km au compteur.

Le forfait comprend le véhicule, un casque, une bâche et un bloque disque avec alarme.

Le scooter est muni en outre d'un acte de vente légalisé à la police centrale et d'une assurance jusqu'en décembre 2019. 

Merci de me contacter pour plus d'information."
"1738685954-75","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Ducati hypermotard evo sp 2011","https://www.dakarvente.com/annonce-3718-ducati-hypermotard-evo-sp-2011.html","1.350.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/8f33f59f2665f7e647f8568941b53684.jpg","Ducati Hypermotard 803 cm3 59 kW (80,2 ch) à 8000 tr/min. Couple :77 Nm à 6250 tr/min bicylindre 4T, refroidissement par air, simple ACT, 2 soupapes

très puissante robuste et maniable.

Bien entretenue rien à faire"
"1738685966-76","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Vend Moto Kawasaki eliminator 125","https://www.dakarvente.com/annonce-3858-vend-moto-kawasaki-eliminator-125.html","700.000  FCFA","Offre d'un particulier à Mamelles","media/annonces/pics/273c9078331c14343ffe4d16927f7904.jpg","Cause départ, vend Kawasaki Eliminator 125 cc + casque + dossier ""costums"". Très bon état. 1ère mise en circulation 2010 - Kilométrage : 28 200 km. Consommation 3,26 l/100 km - Réservoir 13 litres. Facile à conduire. Plaque et carte grise sénégalaises à notre nom. Prix négociable."
"1738685993-77","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Vend Moto BMW GS800","https://www.dakarvente.com/annonce-3859-vend-moto-bmw-gs800.html","2.200.000  FCFA","Offre d'un particulier à Mamelles","media/annonces/pics/6b1b47b095f5231e65c47cdb3b06189f.jpg","Cause départ, vend BMW GS800 avec top case GIVI. Très bon état. 1ère mise en circulation : 2009 - kilométrage : 64 367 km. Vidange et révision effectuées. Plaque et carte grise sénégalaise et à notre nom. Prix négociable."
"1738686005-78","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Beverly 300","https://www.dakarvente.com/annonce-3900-bn-voiture.html","630.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/475d96608b0239c61d31bc670235a46c.jpg","À vendre une moto Beverly 300"
"1738686027-79","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Moto Xmax","https://www.dakarvente.com/annonce-3901-bn-voiture.html","910.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/c366ca0dee3b1092d9b8618db58f2a93.png","À vendre une moto Xmax"
"1738686038-80","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Sym wolf 250","https://www.dakarvente.com/annonce-3940-sym-wolf-250.html","1.000.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/288a845f98b4c1e66472eb1233937828.png","A vendre : Sym wolf 250 moto très propre, rien à signaler tout est ok. elle consomme peu de carburant."
"1738686046-81","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Moto cross","https://www.dakarvente.com/annonce-3941-moto-cross.html","350.000  FCFA","Offre d'un particulier à Scat Urbam","media/annonces/pics/10d892d9a642fdf3d8fed7ac146e870f.png","Bonjour, je vends une moto cross marche très bien aucun frais à prévoir, me contacter sur le numéro à affiché."
"1738686070-82","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Bmw gs 1200","https://www.dakarvente.com/annonce-4074-bmw-gs-1200.html","3.500.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/9544a9724f92edaca38d8d66ca59a687.png","Bmw gs 1200 à vendre année 2016, faible kilométrage 9000 km."
"1738686084-83","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Burgman 125","https://www.dakarvente.com/annonce-4079-burgman-125.html","500.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/671108e8a0307569dd5a3261ca4f87de.png","Bonjour à tous, je vends mon scooter burgman 125 pour cause double emploi. moteur impeccable robuste et rapide. tout marche sauf l'aiguille a essence qui bloque dé fois. garantie un an. avec carte grise déjà matriculé th."
"1738686103-84","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Kawasaki Z1800","https://www.dakarvente.com/annonce-4210-bn-voiture.html","3.000.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/5ae87a6166da57cd974ba387f2159d3b.jpg","Kawasaki Z1800

Avec papiers et tout"
"1738686125-85","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Yamaha N MAX","https://www.dakarvente.com/annonce-4251-yamaha-n-max.html","1.200.000  FCFA","Offre d'un particulier à HLM","media/annonces/pics/bd23e0baf61ca9740867a7fbbaa6425a.jpeg","Yamaha N MAX 125 année 2017 10000 kilomètres pratiquement neuf aucune rayure nouveau modèle de chez yamaha contactez moi sur whattsapp merci."
"1738686152-86","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","PIAGGIO LIBERTY 4 temps","https://www.dakarvente.com/annonce-4278-piaggio-liberty-4temps.html","270.000  FCFA","Offre d'un particulier à Ouakam","media/annonces/pics/dd5b74ed55e9f35232a7e9fecf6ddcc5.jpg","je vends ma moto liberty 4temps moteur 200 

merci de me contacter si intéréssé"
"1738686162-87","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","2016 bmw s 1000rr","https://www.dakarvente.com/annonce-4291-2016-bmw-s-1000rr.html","3.000.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/76afc7d459e512d1531f0a7cf7aa1bd4.jpg","2016 bmw s 1000rr available now at a moderate rate .

mileage is low and its in perfect condition with no accident or damage.

contact us for more information 

whatsapp... +971558571952"
"1738686179-88","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Moto lifan 125","https://www.dakarvente.com/annonce-4323-moto-lifan-125.html","280.000  FCFA","Offre d'un particulier à Parcelles assainies","media/annonces/pics/927cf92db13c2261904b8d289952ec68.jpeg","Moto lifan 125 vitesse avec carte grise et assurance"
"1738686189-89","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Sh 150i à vendre","https://www.dakarvente.com/annonce-4332-sh-150i-vendre.html","500.000  FCFA","Offre d'un professionnel à Hann Maristes","media/annonces/pics/e124ed5a9d7895fdbbbfb802c39c1220.jpg","Je vend ma moto de marque honda sh150 injection 

Moteur normal jamais touché"
"1738686202-90","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Cherche ktm 690 smc-r","https://www.dakarvente.com/annonce-4462-cherche-ktm-690-smc-r.html","1.500.000  FCFA","Demande d'un particulier à Dakar","img/nophoto.png","Cherche une KTM 690 SMC-R"
"1738686213-91","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","KTM 250 SX-F EU de 2011","https://www.dakarvente.com/annonce-4582-ktm-250-sx-f-eu-de-2011.html","1.800.000  FCFA","Offre d'un particulier à Ouakam","media/annonces/pics/52c1b2717db85224fdb54e012a0b3403.png","Excellent état

4 temps, injection

Ligne DOMA

Protection/Renfort radiateur

Piston/Bielle/Kit Chaine/ 2 roues / kick quasi neuf

Entretien chez Mad Bike"
"1738686224-92","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","MBK 80","https://www.dakarvente.com/annonce-4633-mbk-80.html","","Offre d'un particulier à Liberté 2","media/annonces/pics/53c7ff4c45e018bb6d068d65b0f7f9b9.jpeg","Très bon état"
"1738686239-93","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Honda arobase","https://www.dakarvente.com/annonce-4634-honda-arobase.html","","Offre d'un particulier à Liberté 2","media/annonces/pics/52bd89fd06cfe1608dae326ad339e601.jpeg","Avec papiers 

Très bon état"
"1738686247-94","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Moto Fly","https://www.dakarvente.com/annonce-4640-moto-fly.html","400.000  FCFA","Offre d'un particulier à Liberté 2","media/annonces/pics/49ebfb77ea5dd187f2fda09296dd221b.jpeg","Moto en très bon état 

Papiers complet"
"1738686254-95","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Moto Zip","https://www.dakarvente.com/annonce-4694-moto-zip.html","","Offre d'un particulier à Liberté 2","media/annonces/pics/6f45fd65ef7493270c6af117cf5f2f0e.jpeg","Zip en très bon état"
"1738686261-96","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Moto liberty","https://www.dakarvente.com/annonce-4704-moto-liberty.html","220.000  FCFA","Offre d'un particulier à Liberté 2","media/annonces/pics/f4797087187367d178d286846feb8bd1.jpeg","Moto très bon état"
"1738686269-97","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Honda","https://www.dakarvente.com/annonce-4816-honda.html","550.000  FCFA","Offre d'un particulier à Sicap liberté","media/annonces/pics/bf701c90cb13896f2b3a66fb5398ed60.jpg","Moto : Honda PS 

Couleur : blanc"
"1738686278-98","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Ktm 85 sx 2009","https://www.dakarvente.com/annonce-4906-ktm-85-sx-2009.html","450.000  FCFA","Offre d'un particulier à Almadies","media/annonces/pics/982a69583809ff21c2ef7149c2aab7c6.png","Ktm 85sx de 2009 à vendre en bon état avec les papiers (actes de vente), pistons et segments changer y’a 2 mois, boite à clapet vforce, moto très coupleuse en haut et en bas régime, excellente pour débuter la moto cross, roule sans problème, démarre au cars de tours, je la vend au prix affiché légèrement négociable dans la limite du raisonnable. visible vers les Almadies. contactez moi (whatsapp) pour plus d’informations."
"1738686286-99","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Moto majesty 250 à vendre","https://www.dakarvente.com/annonce-4931-moto-majesty-250-vendre.html","475.000  FCFA","Offre d'un particulier à Tivaouane","media/annonces/pics/4c6a8c013d09048bf8184f880eec6525.jpeg","Moto majesty 250 en très bon état est disponible . Papiers CMC et dédouanement."
"1738686304-100","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Liberty 200","https://www.dakarvente.com/annonce-5285-liberty-200.html","500.000  FCFA","Offre d'un particulier à Hann Bel-Air","media/annonces/pics/10dd046c87df7a7fae61f356aaaa6b88.jpeg","Liberty moteur 200cc"
"1738686313-101","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Liberty nouveau modèle venant","https://www.dakarvente.com/annonce-5358-liberty-nouveau-modle-venant-avec-son-cmc-num-772910297-whatsapp-763473653.html","425.000  FCFA","Offre d'un particulier à Hann Bel-Air","media/annonces/pics/dfd0169206b87da4621f5d17880b9b87.jpeg","Liberty nouveau modèle 

Venant avec son Cmc"
"1738686318-102","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Moto KTM 690 SM 2016","https://www.dakarvente.com/annonce-5536-vend-moto-ktm-690-sm-de-2016.html","3.000.000  FCFA","Offre d'un particulier à Almadies","media/annonces/pics/ae63db9db7856fb541b9d77c3ad64aca.jpg","Vend moto KTM 690 SM Arrive au Sénégal en Septembre.

Parfait état rien a prévoir."
"1738686335-103","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=10","Xc300","https://www.dakarvente.com/annonce-5592-xc300.html","300.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/3188e72e0ed7f6b0c0bbd2f50b718a0f.jpeg","Xc 300

Cylindre 250

En très bon état 

Pas de panne 

Avec papiers"
"1738686356-104","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","x pro sy,","https://www.dakarvente.com/annonce-5808-x-pro-sy.html","160.000  FCFA","Demande d'un particulier à Ouest Foire","img/nophoto.png","Venant propre sans papier 50 4temps puissance rapide tres propre"
"1738686364-105","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","x pro sym 50","https://www.dakarvente.com/annonce-5809-x-pro-sym-50.html","160.000  FCFA","Demande d'un particulier à Ouest Foire","img/nophoto.png","Venant propre sans papier 50 4temps puissance rapide tres propre"
"1738686374-106","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","Scooters venants","https://www.dakarvente.com/annonce-5817-scooters-venants-avec-leur-cmc-772910297-whatsapp-763473653.html","500.000  FCFA","Offre d'un particulier à Hann Bel-Air","media/annonces/pics/e1af52656ad2e246eb23339040844095.jpeg","Scooters venants avec leur Cmc"
"1738686380-107","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","Scooter yamaha 125cc","https://www.dakarvente.com/annonce-5850-scooter-yamaha-125cc.html","350.000  FCFA","Offre d'un particulier à Grand Dakar","media/annonces/pics/b00d6697fc633c72589ff148eaa2ba0e.jpg","Solid, consomme peu, reisitant, bon pour tjiak thiak livraison"
"1738686391-108","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","Motos xc 300","https://www.dakarvente.com/annonce-5924-motos-xc-300.html","450.000  FCFA","Offre d'un particulier à Guédiawaye","media/annonces/pics/d4e1b493f9e45346284d127d4c57452a.jpg","Deux motos Yamaha xc 300 disponible avec leur papiers"
"1738686397-109","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","Moto KTM 690 sm","https://www.dakarvente.com/annonce-6069-moto-ktm-690-sm.html","2.800.000  FCFA","Offre d'un particulier à Almadies","media/annonces/pics/3b9168ba93dbffd21d3367ee263b691e.jpeg","Super KTM 690 sm a vendre.

Arrivé d'italie il.y a 5 mois

Exellent état

Papiers en règle"
"1738686416-110","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","scooter mbk","https://www.dakarvente.com/annonce-6192-scooter-mbk.html","250.000  FCFA","Offre d'un particulier à Parcelles assainies","media/annonces/pics/728f6dab9a60962a97f100fde60f4079.jpg","puissant et en bon État"
"1738686426-111","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","scooter mbk","https://www.dakarvente.com/annonce-6194-scooter-mbk.html","250.000  FCFA","Offre d'un particulier à Parcelles assainies","media/annonces/pics/28342d5395ff885868c9d22d4689ac56.jpg","puissant et en bon état"
"1738686436-112","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","moto triump","https://www.dakarvente.com/annonce-6256-moto-triump.html","750.000  FCFA","Offre d'un particulier à Rufisque","media/annonces/pics/aaee6af94e67402f101c2c703522b883.png","je cede cette superbe triumph 675 trs propre en bon.et avec ses papiers"
"1738686441-113","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","nnnn","https://www.dakarvente.com/annonce-6292-nnnn.html","80.000  FCFA","Demande d'un particulier à Diamniadio","img/nophoto.png","mmmmmmmmmm"
"1738686449-114","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","tmax 2012 avec moteur 560 Dx 2018","https://www.dakarvente.com/annonce-6318-tmax-2012-avec-moteur-560-dx-2018.html","2.450.000  FCFA","Offre d'un particulier à Sacré Coeur","media/annonces/pics/38c81c928767940d4bb795d0468417b6.jpg","je vends une Tmax 530 model 2012 dont on a monté un moteur 560 Dx 2018 tout neuf avec aucune panne et ses papiers de douane au complet."
"1738686456-115","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","KTM 690 Prestige Supermoto","https://www.dakarvente.com/annonce-6364-ktm-690-prestige-supermoto.html","1.450.000  FCFA","Offre d'un particulier à Saly","media/annonces/pics/a68aa41149556d9b6ba37217464b6b23.jpg","Modèle de 2006 totalisant 21’500kms, le service a été réalisé à 21’000kms



Vendu avec : 



- une deuxième batterie

- kit de crevaison

- chargeur de batterie



Véhicule visible sur rendez-vous dans la région de Saly



Prix négociable 



Plus d'information sur Whatsapp au :



+41 79/191.89.86"
"1738686466-116","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","Liberty 125","https://www.dakarvente.com/annonce-6448-liberty-125.html","330.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/24b6852390bc88d6b3a8fe18df36f0cd.jpeg","Avec papier 

Moto en très bonne état 

Avec papier complet"
"1738686473-117","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","Yamaha xmax venant","https://www.dakarvente.com/annonce-6449-yamaha-xmax-venant.html","700.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/d644d311bf7234640fe44cdfc86ad46e.jpeg","Venant 

Avec papier 

772838094"
"1738686480-118","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","Beverly 500","https://www.dakarvente.com/annonce-6740-beverly-500.html","750.000  FCFA","Offre d'un particulier à Yoff","media/annonces/pics/01d7dae8112de3c14fee11911f8b0c7b.jpg","Beverly 500 en bon état avec carte grise"
"1738686486-119","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","BMW s1000r","https://www.dakarvente.com/annonce-6884-bmw-s1000r.html","3.000.000  FCFA","Offre d'un particulier à Yoff","media/annonces/pics/fba4fd967c420d4f30765afdb67236e7.jpeg","BMW S1000r magnifique rouge et noir, avec 10.000 km au compteur, année 2017, 6 vitesses excellent état, un véritable bijoux.

A seulement 3.000.000."
"1738686494-120","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","Moto Aprilia rouge noir","https://www.dakarvente.com/annonce-6913-vente-de-moto.html","200.000  FCFA","Offre d'un particulier à Almadies","media/annonces/pics/add49fe140f1e325b342de64fc5790a4.jpg","Aprilia rouge noir a vendre , plus ou moins en bonne état.  Vente accompagnée des papiers du véhicule"
"1738686501-121","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","moto jAKARTA","https://www.dakarvente.com/annonce-6928-moto-jakarta.html","215.000  FCFA","Offre d'un particulier à Keur Massar","media/annonces/pics/e19fa6a6706c1fcdd8dedde2b0a4d094.png","Jakarta a vendre avec carte a grize et caske offér"
"1738686514-122","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","Tmax dx","https://www.dakarvente.com/annonce-6941-tmax-dx.html","3.000.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/a2d0f1fe58775385fa730b2a3577128e.jpg","Tmax dx 2018 avec 18000km ayant carte grise"
"1738686521-123","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","Emploi","https://www.dakarvente.com/annonce-7117-emploi.html","60.000  FCFA","Demande d'un particulier à Colobane","img/nophoto.png","Je veux juste un travail"
"1738686530-124","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","Scooter","https://www.dakarvente.com/annonce-7229-scooter.html","435.000  FCFA","Offre d'un particulier à Guédiawaye","media/annonces/pics/68e395df2c599849355f192a2ac79338.jpg","Je vend un scooter venant moteur 150cm3 avec cmc."
"1738686546-125","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","Vente de Yamaha très propre et très puissante","https://www.dakarvente.com/annonce-7326-vente-de-yamaha-trs-propre-et-trs-puissante.html","2.300.000  FCFA","Offre d'un particulier à Kolda","media/annonces/pics/5705aa1fe888be9d81c8dd53dd06fb33.jpg","Yamaha a vendre tres bien entretenu"
"1738686554-126","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","Honda Forza","https://www.dakarvente.com/annonce-7348-vente-moto-avec-papiers-en-rgle.html","400  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/44e5ac2fbdf4609fdc0f8993b7ddede1.jpg","Je vends une moto Honda Forza en bon état avec carte grise."
"1738686560-127","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","sport city 200cc","https://www.dakarvente.com/annonce-7444-sport-city-200cc.html","420.000  FCFA","Offre d'un particulier à Point E","media/annonces/pics/15c373770ff330cd403daee16a3b7922.jpg","je mets en vente cette jolie moto venant sport city 200cc moteur nickel jamais touché avec cmc. contactez moi"
"1738686568-128","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","Moto tvs star sport avec CMC","https://www.dakarvente.com/annonce-7521-moto-tvs-star-sport-avec-cmc.html","600.000  FCFA","Offre d'un particulier à Kolda","media/annonces/pics/07889901270d7446ca272a891fd1b317.jpg","Moto TVS SATR SPORT 125 tres propre avec CMC"
"1738686574-129","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","honda varadero 1000cc","https://www.dakarvente.com/annonce-7530-honda-varadero-1000cc.html","1.500.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/ba7efededd3524b1b5766045b57e07d9.jpg","honda varadero 1000 cm3 en vente pour cause de départ. très bon état papiers au complet. compteur 118000km"
"1738686582-130","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","HONDA XADV","https://www.dakarvente.com/annonce-7649-honda-xadv.html","3.900.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/6f4e6228e6ef65c909aa2c51d5ec3fbd.jpeg","HONDA XADV FIN 2018 FULL OPTIONS...VENANT



- CARTE GRISE EN REGLE DEPUIS LE 15 MARS



- ASSURANCE 1 ANS



PRIX FERME



Conatct 783375158 xadv x adv tmax t max"
"1738686589-131","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","Yamaha neo’s","https://www.dakarvente.com/annonce-7687-yamaha-neo-s-extrmement-puissant.html","280.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/cad4ef26ef65f3d0bb6c57888d340534.jpg","Yamaha neo's tout neuf extrêmement puissant vous n'allez pas le regretter"
"1738686595-132","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","A vendre MOTOCROSS YAMAHA YZ450","https://www.dakarvente.com/annonce-7764-a-vendre-motocross-yamaha-yz450.html","1.500.000  FCFA","Offre d'un particulier à Almadies","media/annonces/pics/dc8306b795ffada68ac352e6ec5876ab.jpg","A vendre MOTOCROSS YAMAHA YZ450"
"1738686603-133","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","Scooter Typhoon","https://www.dakarvente.com/annonce-7956-typhoon.html","100.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/b4ba2d0d3600bc8ad76247626cb783a3.jpg","Scooteur en bon état"
"1738686609-134","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","X9 500","https://www.dakarvente.com/annonce-8236-x9-500.html","600.000  FCFA","Offre d'un particulier à Rufisque","media/annonces/pics/7c0d2666218bee63fbcbff23c73fe7f5.jpg","je vends scooter X9 500 en très bon etat avec tous les papiers."
"1738686617-135","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","Z1000","https://www.dakarvente.com/annonce-8367-z1000.html","2.200.000  FCFA","Offre d'un professionnel à Dakar","media/annonces/pics/bf85f2ba41e0309041204aa994aa47b8.jpg","KAWASAKI Z1000 2014



Une excellente tenue de route, un équilibre et un freinage parfait qui la rend légère, une accélération parfaitement maîtrisée qui lui confère de superbes sensations, avec un design viril et moderne, cette moto a tout pour vous séduire. 

Motorisation à 1000 cm3, couleur noire, avec des accessoires RIZOMA et 2 pots compét-silencieux AKRAPOVIC silencieux, fonctionne parfaitement, aucun frais à prévoir. Dernière révision: Mars 2020. Immatriculée à Dakar avec carte grise et assurance."
"1738686626-136","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","Xcity 250 injection","https://www.dakarvente.com/annonce-8508-xcity-250-injection.html","800.000  FCFA","Offre d'un particulier à Sacré Coeur","media/annonces/pics/cec87116f8f1387f52ca5f26d3da0a99.jpeg","Je céde une Xcity 250 injection venant avec tous ses papiers nouvelle carte à grise 2020 et assurance"
"1738686633-137","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","Liberty 150","https://www.dakarvente.com/annonce-8578-liberty-150.html","425.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/630877816cd08ed435602ebf443f91be.jpg","Liberty venant moteur 150cm3 injection avc CMC"
"1738686644-138","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","Typhoon nouveau modèle","https://www.dakarvente.com/annonce-8649-typhoon-nouveau-modle.html","180.000  FCFA","Offre d'un particulier à Liberté 2","media/annonces/pics/1bdac600c438b0e86c47baf4cc4677b9.jpg","Moto impeccable

Faiblesse consommation essence

Prix négociable"
"1738686650-139","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","Beverly 500i","https://www.dakarvente.com/annonce-8688-beverly-500i.html","800.000  FCFA","Offre d'un particulier à Thiès","media/annonces/pics/6624c295d2787d64ceb8b0dc4dbccf8e.jpeg","Beverly 500i Tres puissant e Tres Jolie rien a faire, venant Italy d'ici quelque jours inshalla"
"1738686668-140","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","Yamaha XMax 250i","https://www.dakarvente.com/annonce-8689-yamaha-xmax-250i.html","700.000  FCFA","Offre d'un particulier à Thiès","media/annonces/pics/43115af59d16c2a9ce9fba2d7098595e.jpg","Yamaha XMax 250i Tres propre rien a faire venant Italy d'ici quelque jours inshalla"
"1738686675-141","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","Yamaha XMax 250i","https://www.dakarvente.com/annonce-8690-yamaha-xmax-250i.html","700.000  FCFA","Offre d'un particulier à Thiès","media/annonces/pics/1383c54eed02da44b469d70724fcdfbb.jpg","Yamaha XMax 250i Tres propre rien a faire venant Italy d'ici quelque jours inshalla"
"1738686688-142","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","Vends Jakarta","https://www.dakarvente.com/annonce-9224-vends-jakarta.html","200.000  FCFA","Offre d'un particulier à Yoff","media/annonces/pics/007195e69a85a20b2e576adba0b01669.jpg","Pour cause de départ, je vends ma Jakarta, bien entretenue, bon état, avec CMC."
"1738686694-143","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","Piaggio Zip SP 50cc","https://www.dakarvente.com/annonce-9231-piaggio-zip-sp-50cc.html","250.000  FCFA","Offre d'un particulier à Dieuppeul","media/annonces/pics/d768c605e4910234df8ee45029ef4fda.jpg","Scooter venant tout propre moteur nickel prix négociable"
