web-scraper-order,web-scraper-start-url,links,links-href,price,marque,adresse,image-link-src
"1738687906-288","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=32","SAMSUNG Galaxy A30s","https://www.dakarvente.com/annonce-11389-samsung-galaxy-a30s.html","110.000  FCFA","SAMSUNG Galaxy A30s 4Go de RAM / 64Go Double Sim

NB: Prix fixe non négociable","Offre d'un particulier à Nord Foire","media/annonces/pics/be2c1cd3b9871b8638785400d2a12868.jpeg"
"1738687916-289","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=32","Samsung galaxy A70","https://www.dakarvente.com/annonce-11402-samsung-galaxy-a-70.html","150.000  FCFA","Samsung galaxy a70 très clean  avec un mémoire de 128go","Offre d'un particulier à Parcelles assainies","media/annonces/pics/21a1e0b611bad9ca7f1d71274808cab3.jpg"
"1738687932-290","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=32","Samsung galaxies A30s","https://www.dakarvente.com/annonce-11630-samsung-galaxies-a30s.html","115.000  FCFA","""","Offre d'un particulier à Parcelles assainies","media/annonces/pics/6c69283e21dd69776fc79243418109eb.jpeg"
"1738687961-291","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=31","Tecno Spark 4 Lite","https://www.dakarvente.com/annonce-11683-tecno-spark-4-lite.html","60.000  FCFA","Tecno Spark 4 Lite en très bon état à vendre.



Version d'android 9.0 Pie

Mémoire interne de 32 Go

Mémoire RAM de 2 Go

4 Processeurs tournant à 2 GHz maximum

Batterie Li-ion de 3800 mV

Résolution de 720 x 1600 Pixels



Vendu avec coque externe et blindage écran","Offre d'un particulier à Biscuiterie","media/annonces/pics/7acf5ad5a3b5edb883f1ae83c6aa68b6.png"
"1738687974-292","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=31","iPhone 7 simple 32g","https://www.dakarvente.com/annonce-11695-telephone.html","120.000  FCFA","iPhone 7 simple 32 g en tres bon état /état de la batterie 81%","Demande d'un particulier à Hann Maristes","media/annonces/pics/ba05165ee7a0ab0837baeffa19204c57.jpeg"
"1738688001-293","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=31","iPhone 6 plus","https://www.dakarvente.com/annonce-11723-iphone-6-plus.html","110.000  FCFA","iPhone 6 Plus 16gb utiliser pendant un moins chargeur et protège ensemble","Offre d'un particulier à Scat Urbam","media/annonces/pics/c670f41006834161f724c294a4576f49.jpeg"
"1738688011-294","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=31","Orange Rise 55","https://www.dakarvente.com/annonce-11945-orange-rise-55.html","30.000  FCFA","Smartphone 5 pouces Orange Rise 55, Tout neuf  avec tous ses accessoires, jamais utilisé.","Offre d'un particulier à Sicap liberté","media/annonces/pics/82659d51ed883a942b843e6f089f3c5c.png"
"1738688024-295","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=31","IPHONE 7 PLUS 128GO","https://www.dakarvente.com/annonce-11995-iphone-7-plus-128go.html","235.000  FCFA","Nous disposons d'iphones scellés à des prix super abordables et surtout nos produits sont authentiques et la garantie de quatre mois. Vous êtes satisfaits ou remboursés.","Offre d'un particulier à Parcelles assainies","media/annonces/pics/24a5f7feed56e83d2f0e842a3e6bd0e5.jpeg"
"1738688033-296","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=31","iphone 11 PRO 256GO","https://www.dakarvente.com/annonce-11996-iphone-11-pro-256go.html","640.000  FCFA","Nous vous presentons des iphones 11 PRO 256GO DISPONIBLES EN COULEURS BLANC ET GRIS . RV A NOTRE BOUTIQUE OU FAITES VOUS LIVRER AVEC LA FACTURE ET GARANTIE. CHEZ NOUS YA PAS MIEUX .","Offre d'un particulier à Parcelles assainies","media/annonces/pics/946f4e413fb8ae52d9fffeded3555d7d.jpeg"
"1738688041-297","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=31","iphone 11 PRO MAX 64GO","https://www.dakarvente.com/annonce-12055-iphone-11-pro-max-64go.html","620.000  FCFA","Iphones 11 PRO MAX 64GO disponible en gold et en vert a un prix fou; ce sont des venants neuf jamais utilisés. Satisfait ou rembourser.","Offre d'un particulier à Parcelles assainies","media/annonces/pics/2543fb952d15b62feac365f6219105b3.jpeg"
"1738688048-298","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=31","Tecno F1","https://www.dakarvente.com/annonce-12135-vente-de-tecno-f1.html","38.000  FCFA","Tecno en bon état","Demande d'un particulier à Derklé","img/nophoto.png"
"1738688055-299","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=31","Tecno spark 4","https://www.dakarvente.com/annonce-12330-tecno-spark-4.html","60.000  FCFA","Téléphone neuf utilisé pendant 1 semaine 

En bon état et performant","Offre d'un particulier à Grand Yoff","media/annonces/pics/ee80f3e2a5fce0145afc37df5d39585c.jpeg"
"1738688067-300","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=31","iphone 7 plus 128gb","https://www.dakarvente.com/annonce-12375-iphone-7plus-128gb.html","200.000  FCFA","Promo de 3 iphones 7plus 128gb état batterie 100%, vente avec facture 100% authentique","Offre d'un particulier à Parcelles assainies","media/annonces/pics/00c96a116dce1e671a716784210fee6f.jpeg"
"1738688075-301","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=31","Samsung A21s","https://www.dakarvente.com/annonce-12394-samsung-a21s.html","111.000  FCFA","Smartphone Samsung Galaxy A21S tout neuf dans sa boite 64Go de stockage port micro sd extensible, Ram 4Go, reseau 4G, ecran de 6.5 pouces, batterie de 5000mAh, camera principale 48+8+2+2 megapixel, camera frontale de 13megapixel, android 10 NB : Produit authentique et garantie","Offre d'un particulier à Dakar","media/annonces/pics/2beb67f4d5905ed9a34c9c1ab360d653.jpg"
"1738688080-302","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=31","Samsung A10s","https://www.dakarvente.com/annonce-12395-samsung-a10s.html","74.500  FCFA","Android 9, Mémoire 32 Go, Ram 2 Go, 4000mAh, Double Sim 4G, 3G, 2G, Ecran 6.2"" HD+ Double Appareil Photo Arrière 13 MP + 02 MP Appareil Photo avant 08 MP Processeur Octa-Core Résolution d'enregistrement vidéo FHD (1920 X 1080) @30fps WIFI Bluetooth 4.2 Radio FM Empreinte Digitale, Reconnaissance Faciale Poids 168 Grammes.","Offre d'un particulier à Dakar","media/annonces/pics/ccaf6e3d90293c212cc2306c3b7c58a1.jpeg"
"1738688086-303","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=31","Samsung  A71","https://www.dakarvente.com/annonce-12396-samsung-a71.html","217.000  FCFA","Samsung Galaxy A71 duos-128G ROM-6G RAM(Quatre caméras-64MP+12MP+5MP-Batterie 4500mAh, couleur  prix promo. Tout neuf dans sa boîte scellée.","Offre d'un particulier à Dakar","media/annonces/pics/0ec6660f284254abcbfd89c2aa4a1dc2.jpg"
"1738688102-304","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=31","huawei y9s","https://www.dakarvente.com/annonce-12403-huawei-y9s.html","149.000  FCFA","Ce téléphone vous est vendu dans un excellent état scellé dans sa boîte stockage 128GO et 6GO RAM.Un smartphone de 2019 pesant 206 grammes et mesurant 163.1 x 77.2 x 8.8 mm. Avec un écran de 6.59 pouces et un appareil photo 48 MP. Son processeur est Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53) La livraison est GRATUITE à DAKAR.","Offre d'un particulier à Dakar","media/annonces/pics/7a00cbd7e628ca88203f39e6d4c54c7e.jpg"
"1738688110-305","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=31","Invens max 8","https://www.dakarvente.com/annonce-12405-invens-max8.html","45.000  FCFA","Ce téléphone vous est vendu tout neuf scellé dans sa boite, Dual sim quad core 1.3 ghz 6pouces 2+2 mégapixels flash led Empreinte digitale et reconnaissance faciale, Batterie 3000 mah, joli design, avec livraison gratuite à domicile. Écouteurs sans fil offert. LIVRAISON GRATUITE à DAKAR.","Offre d'un particulier à Dakar","media/annonces/pics/4b0ed7354b3e1c1e4657d2f07fa2ecb3.jpg"
"1738688124-306","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=31","iPhone 6","https://www.dakarvente.com/annonce-12494-iphone-6.html","60.000  FCFA","iPhone 6 16g en bon état","Demande d'un particulier à Dieuppeul","media/annonces/pics/5ef79c41772051f9db2b742c0df9d559.jpeg"
"1738688134-307","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=31","iPhone 8 64GB","https://www.dakarvente.com/annonce-12534-iphone-8-64gb.html","160.000  FCFA","iPhone 8 64go venant

Couleur noir

Très propre 

Prix xeweul","Demande d'un particulier à Médina","media/annonces/pics/794e79a13438a5a01e94b4cf7153e9a2.jpeg"
"1738688142-308","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=31","IPHONE XS MAX 64GO","https://www.dakarvente.com/annonce-12535-iphone-xs-max-64go.html","376.000  FCFA","XS MAX 64GO VENANT JAMAIS UTILISES A DES PRIX OUF N'OUBLIEZ CHEZ NOUS C'EST L'AUTHENTICITE ET LA GARANTIE .","Offre d'un particulier à Dakar","media/annonces/pics/17df228931f7420e3851ea137bbffef6.jpg"
"1738688149-309","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=31","IPhone 8 64gb","https://www.dakarvente.com/annonce-12565-iphone-8-64gb.html","175.000  FCFA","IPhone 8 64gb en vente","Offre d'un particulier à Dakar","media/annonces/pics/68c6416c2e03570764629863095d49a1.jpg"
"1738688168-310","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=31","Casque bluetooth SENS","https://www.dakarvente.com/annonce-12578-casque-bluetooth-sens.html","12.000  FCFA","Casque bluetooth SENS 

Autonomie 18 heures.","Offre d'un particulier à Plateau","media/annonces/pics/3fe48ee7b2f28dfd051d980533f792fc.jpg"
"1738688176-311","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=31","iphone 11 PRO MAX 64GO","https://www.dakarvente.com/annonce-12693-iphone-11-pro-max-64go.html","570.000  FCFA","Nous vous proposons des iphones 11 PRO MAX 64GO A BAS PRIX NE VOUS LE FAITE PAS RACONTER SURTOUT . A LA VEILLE DU SORTIE Du fameux iphone 12 NOUS VOUS PROPOSONS LE MEILLEUR DU TELEPHONIE APPLE POUR VOUS SERVIR L'AUTHENTIQUE .","Offre d'un particulier à Parcelles assainies","media/annonces/pics/947d6b40dc23363800700d7317a8011d.jpg"
"1738688183-312","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=31","Samsung Galaxy S8","https://www.dakarvente.com/annonce-12745-s8-vendre.html","180.000  FCFA","Samsung Galaxy S8 à vendre.

Etat presque neuf

64 Go de mémoire

4 Go de RAM

Made in Vietnam","Offre d'un particulier à Plateau","media/annonces/pics/38571e891ccebef1e09bac1c8bb8255f.jpg"
"1738688191-313","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=31","iPhone 7","https://www.dakarvente.com/annonce-12840-iphone-7.html","120.000  FCFA","iPhone 7 en très bon état sous iOS 14. Je le vends parce que j’ai acheté un autre téléphone","Offre d'un particulier à Sacré Coeur","media/annonces/pics/56bd35382fbecb205816297194babe1a.jpeg"
"1738688197-314","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=31","VENTE DE TELEPHONES PORTABLES","https://www.dakarvente.com/annonce-12880-vente-de-telephones-portables.html","1  FCFA","VENTE DE TELEPHONE MARQUE TECNO ET SAMSUNG TOUTES CATEGORIES NEUFS 

A DES PRIX ABORDABLES 

LIVRAISON POSSIBLE","Offre d'un particulier à Médina","media/annonces/pics/436b73d958d15fec27093902fece2686.jpg"
"1738688204-315","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=31","Iphone 7 plus","https://www.dakarvente.com/annonce-12882-iphone-7-plus.html","180.000  FCFA","Iphone 7 plus venant","Offre d'un particulier à Colobane","media/annonces/pics/2038e839cc24b8f1c0b9868a5c7708e9.jpeg"
"1738688212-316","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=31","Iphone 6 plus","https://www.dakarvente.com/annonce-12883-iphone-6-plus.html","100.000  FCFA","Iphone 6 plus 16g","Offre d'un particulier à Colobane","media/annonces/pics/c52cfe064dbac8bfe8e2c5dfdf358bb8.jpeg"
"1738688233-317","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=31","Ipad 64g","https://www.dakarvente.com/annonce-12885-ipad-64g.html","140.000  FCFA","Ipad 64g prend sim","Offre d'un particulier à Colobane","media/annonces/pics/f71128c8c43321091d97977df589a8a6.jpeg"
"1738688237-318","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=31","Iphone 8 plus 64g","https://www.dakarvente.com/annonce-12900-iphone-8-plus-64g.html","245.000  FCFA","Iphone 8 plus 64g vendu sur facture et garantie en boutique.","Offre d'un particulier à Sicap liberté","media/annonces/pics/5e5990fadda4eccb0c6aa17ba89c05e6.jpg"
"1738688247-319","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=31","IPhone 7 Plus 32Gb","https://www.dakarvente.com/annonce-12915-iphone-7-plus-32gb.html","155.000  FCFA","iPhone 7 Plus en bonne condition","Offre d'un particulier à Golf","media/annonces/pics/f68e2e49001268daca2b1d468a6bea0a.jpeg"
"1738688255-320","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=31","Iphone 7 plus","https://www.dakarvente.com/annonce-12949-iphone-7-plus.html","190.000  FCFA","32Go 

Batterie 100%

Neuf","Offre d'un particulier à Mbour","media/annonces/pics/76690d441f9b1645b6c064044e6b16e5.jpeg"
"1738688262-321","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=31","Iphone 11 256Go couleur rouge d'occasion","https://www.dakarvente.com/annonce-13009-iphone-11-256go-couleur-rouge-d-occasion.html","450.000  FCFA","Iphone 11 simple 256Go couleur rouge d'occasion en excellent état à vendre à un prix abordable","Offre d'un particulier à Mbao","media/annonces/pics/0e051c0a1f48766b859978afea6528b0.jpg"
"1738688272-322","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=31","iPhone 7","https://www.dakarvente.com/annonce-13025-iphone-7.html","135.000  FCFA","iPhone 7, 32 et 128 en excellentE condition. 

La couleur noire 128Gb et la couleur silver 32Gb. Avec des états de batterie allant de 96 à 100%. 30mil de plus pour celle avec 128Gb","Offre d'un particulier à Golf","media/annonces/pics/d162f9b892b06aaaad2857e2e5eb7e51.jpeg"
"1738688280-323","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=31","Des iphones venant ay usa","https://www.dakarvente.com/annonce-13256-des-iphones-venant-ay-usa.html","1  FCFA","Bonjour je vends des iphones venant au Usa a des prix vraiment cadeau c'est un lot depechez vous.  Prix cadeau encore une fois du jamais vu.","Offre d'un particulier à Grand Yoff","media/annonces/pics/3e5720b9858e0e6463568f0b33a98da9.jpeg"
"1738688292-324","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=31","Iphone x 64gb","https://www.dakarvente.com/annonce-13401-i-phone-x-64gb.html","215.000  FCFA","Iphone x 64 gb à vendre.","Demande d'un particulier à Thiès","media/annonces/pics/bb6b07ae56deb21e983037eeae63e555.jpeg"
"1738688299-325","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=31","IPhone 7 Plus","https://www.dakarvente.com/annonce-13502-iphone-7-plus.html","160.000  FCFA","IPhone 7 Plus venant propre sans rayure","Offre d'un particulier à Hann Maristes","img/nophoto.png"
"1738688308-326","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=31","Application films, séries et TV","https://www.dakarvente.com/annonce-13514-application-film-et-srie-et-tv.html","5  FCFA","je vous propose deux applications pour suivre des millions de films et séries avec plein de chaine tv illimité sur votre téléphone smartphone , ordinateurs , tv ou box android pas de paiement par mois l'application est illimité après installation.","Offre d'un particulier à Dakar","media/annonces/pics/bf7a28d1767b2367ed12c2e33deb5490.jpeg"
"1738688319-327","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=31","Iphone 7 plus 128g","https://www.dakarvente.com/annonce-13570-iphone-7-plus-128g.html","210.000  FCFA","Iphone 7 plus 128g","Offre d'un particulier à Colobane","media/annonces/pics/fcfa997749fc991d8d550b7e62495a0f.jpeg"
"1738688325-328","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=31","Iphone 6s plus 64g","https://www.dakarvente.com/annonce-13571-iphone-6s-plus-64g.html","150.000  FCFA","Iphone 6s plus 64g","Offre d'un particulier à Colobane","media/annonces/pics/98f512ff7fc4af13120f9f29c3d66666.jpeg"
"1738688336-329","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=31","iPhone X 64G","https://www.dakarvente.com/annonce-13668-iphone-x-64g.html","255.000  FCFA","IPhone X 64Gb almost brand new venant des USA, Face ID ne marche pas.","Offre d'un particulier à Golf","media/annonces/pics/ef1cfc8f1bc592aa66206a4b2c432778.png"
"1738688361-330","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","iPhone 8 64Gb","https://www.dakarvente.com/annonce-13670-iphone-8-64gb.html","150.000  FCFA","iPhone 8 simple 64Gb venant des USA 

En très bonne condition,option retourner le portable même si un petit défaut est détecté.","Offre d'un particulier à Golf","media/annonces/pics/f842f08f80204c9450dfc90aef9e8d88.jpeg"
"1738688369-331","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","iphone 7 plus 128 gb","https://www.dakarvente.com/annonce-13676-iphone-7plus-128gb.html","190.000  FCFA","Iphone 7 plus 128gb à vendre","Offre d'un particulier à Parcelles assainies","media/annonces/pics/01e6488d1777b53aa7fbe40497819237.jpeg"
"1738688378-332","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","Alcatel 1s 2019 seconde main","https://www.dakarvente.com/annonce-13742-alcatel-1s-2019-seconde-main.html","50.000  FCFA","Alcatel 1s presque neuf 

Mémoire 32 giga

Ram 3 giga

Empreinte digitale

Face id

Batterie très résistante de 3060 mAh","Offre d'un particulier à Fann","media/annonces/pics/3e51012fd7faf44c954920ed7613b75a.jpg"
"1738688383-333","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","Alcatel 1s 2019 seconde main","https://www.dakarvente.com/annonce-13743-alcatel-1s-2019-seconde-main.html","50.000  FCFA","Alcatel 1s presque neuf 

Mémoire 32 giga

Ram 3 giga

Empreinte digitale

Face id

Batterie très résistante de 3060 mAh","Offre d'un particulier à Fann","media/annonces/pics/d6db361ca8013d47c9f792cff85a906d.jpg"
"1738688392-334","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","Iphones à vendre","https://www.dakarvente.com/annonce-13770-tout-iphone.html","50  FCFA","Super Offres. Vente d'Iphones.","Offre d'un particulier à Dakar","media/annonces/pics/1a45d299e2a7bb6c80bf2e177379e207.jpg"
"1738688399-335","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","Iphone 12 pro max 256GB bleu pacifique","https://www.dakarvente.com/annonce-13864-iphone-12-pro-max-256gb-bleue-pacifique.html","950.000  FCFA","Iphone 12 pro max 256GB bleu pacifique à vendre","Offre d'un particulier à Mamelles","media/annonces/pics/cad38983f29205be46cfb8fc5e8d2376.jpeg"
"1738688405-336","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","A50","https://www.dakarvente.com/annonce-13965-a50.html","85.000  FCFA","Téléphone en très bonne état et très peu utilisé","Offre d'un particulier à Sicap liberté","media/annonces/pics/bd60ba30bad2db6ac32c7e600ec6a842.jpeg"
"1738688415-337","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","A50","https://www.dakarvente.com/annonce-13966-a50.html","85.000  FCFA","Téléphone en très bonne état et très peu utilisé","Offre d'un particulier à Sicap liberté","media/annonces/pics/cd46b4bca92fd4b9a72fd38e7d8e33b3.jpeg"
"1738688424-338","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","Iphone Xmax 256 gb","https://www.dakarvente.com/annonce-13997-vente-iphone-xmax-256g.html","310.000  FCFA","Bonjour je vend mon iphone xsmax fissuré vers le bas mais peu très bien être utilisé photo a l’appui à 310000 prix légèrement négociable","Offre d'un particulier à Mermoz","media/annonces/pics/7ea0767f0130bfd89908354db13f9431.jpeg"
"1738688431-339","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","iPhone 11 neuf scellé 64 Go Rouge","https://www.dakarvente.com/annonce-14090-iphone-11-neuf-scell-64-go-rouge.html","","Taille de la diagonale : 6.1″

Résolution du capteur : 12 mégapixels

Capacité de la mémoire interne : 64 Go

6 coeurs

Génération à haut débit mobile : 4G

Protection : Revêtement oléophobe antitrace

Système d’exploitation : iOS 13

Fonctions du téléphone : Téléphone à haut parleur, commande vocale, compteur d’appels, téléconférence, mode","Offre d'un particulier à Liberté 6","media/annonces/pics/c7c6cfae3226b32bb35f0ea832b530a9.jpeg"
"1738688438-340","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","IPhone 6 simple","https://www.dakarvente.com/annonce-14227-iphone-6-simple.html","80.000  FCFA","iPhone 6 simple 64Go gris-blanc 

Disponible avec son chargeur 

État batterie : 94%","Offre d'un particulier à HLM","media/annonces/pics/58673bb31220f8213133790fea14861f.jpeg"
"1738688444-341","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","TECNO SMARTPHONE","https://www.dakarvente.com/annonce-14282-tecno-smartphone.html","1  FCFA","Téléphone tecno à vendre de toutes les catégories avec possibilité de livraison","Offre d'un particulier à Point E","media/annonces/pics/0774f75fba1edb3f206f23cec988d4b8.jpg"
"1738688450-342","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","Iphone 8 plus","https://www.dakarvente.com/annonce-14323-iphone-8-plus.html","200.000  FCFA","Bonjour je vends un iphone 8plus de 64gb en trés bonne état, aucun problème, avec 3 coques offertes une fois achetée. Vendu à un bon prix pas plus pas moins","Offre d'un particulier à Yoff","media/annonces/pics/130885b5a980da06591c1e4b7d1a52e0.jpeg"
"1738688457-343","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","SMARTPHONE - SAMSUNG - GALAXY Z - FOLD 2 – 12 GO RAM – 256 Go – 5G","https://www.dakarvente.com/annonce-14373-smartphone-samsung-galaxy-z-fold-2-12-go-ram-256-go-5g.html","1.210.000  FCFA","Ecran	Interne :7,77″

AMOLED Infinity Flex

(2208 x 1768 pixels) 21:9 ratio

120 Hz Externe

6,23″

AMOLED

(2260 x 816 pixels)

60 Hz

Chipset	Snapdragon 865+ (7nm)

OS	Android 10/ One UI 2.5

RAM	12 Go

Stockage	256 Go

microSD	Non

Capteur principal	Triple capteur photo

12 mégapixels, 1,12 µm, f / 2,2 (Ultra Wide)

12 mégapixels 1,8 µm f / 1,8 (grand angle)

12 mégapixels 1,0 µm f / 2,4

Capteur selfie	10 mégapixels, 1,22 µm, f / 2,2

Batterie	4500 mAh

Recharge rapide 25W

Recharge sans fil 11W

Recharge sans fil inversée

5G	Oui

Biométrie	Lecteur d’empreintes sur la tranche

Audio	deux haut-parleurs stéréo AKG

Résistance à l’eau	Non



Déplié, le Galaxy Z Fold 2 vous permet d’utiliser les deux écrans afin de vérifier que tout le monde aime la photo avant que vous n’appuyiez sur le déclencheur. Cadrez avec l’écran principal, et l’écran extérieur permettra aux sujets de prévisualiser la photo afin d’ajuster leur pose avant que le déclencheur ne soit actionné.","Offre d'un particulier à Dakar","media/annonces/pics/1fb109b9b1905692a5634cd7881fb3b9.jpg"
"1738688466-344","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","SMARTPHONE - SAMSUNG - GALAXY - A51 – 6.5’’ – 128 Go – 4Go RAM","https://www.dakarvente.com/annonce-14378-smartphone-samsung-galaxy-a51-65-128-go-4go-ram.html","189.000  FCFA","Version de l'OS	Android 10 Q 

Interface constructeur	Samsung One UI 

Taille d'écran	6.5 pouces 

Définition	2400 x 1080 pixels 

Densité de pixels	405 ppp 

Technologie	Super AMOLED 

SoC	Exynos 9611 

Puce Graphique (GPU)	ARM Mali G72 MP3 

Mémoire vive (RAM)	4 Go 

Mémoire interne (flash)	128 Go 

Appareil photo (dorsal)	Capteur 1 : 48 Mpx

Capteur 2 : 12 Mpx

Capteur 3 : 5 Mpx

Capteur 4 : 5 Mpx

Appareil photo (frontal)	32 Mpx 

Enregistrement vidéo	4K@30 IPS 

Wi-Fi	Wi-Fi 5 (ac) 

Bluetooth	5.0 

Bandes supportées	2100 MHz (B1), 800 MHz (B20), 1800 MHz (B3), 2600 MHz (B7), 700 MHz (B28) 

NFC	Oui 

Capteur d'empreintes	Sous l'écran 

Ports (entrées/sorties)	USB Type-C 

Batterie	4000 mAh 

Dimensions	73.6 x 158.5 x 7.9mm 

Poids	172 grammes 

Couleurs	Noir 

Profitez de la toute dernière expérience Galaxy sur votre téléphone. Mettez à jour votre logiciel pour découvrir les nouvelles fonctionnalités disponibles.","Offre d'un particulier à Dakar","media/annonces/pics/1091d93c0512f8d8e153624753a79bb6.jpg"
"1738688480-345","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","Iphone 11 pro Max","https://www.dakarvente.com/annonce-14439-iphone-11-pro-max.html","540.000  FCFA","Iphone 11PRO MAX venant 

Tout impeccable 

Etat 91%

Prix Fixe","Offre d'un particulier à Colobane","media/annonces/pics/9f1f91de16ce7f40c2c9b01dc47ca9a2.jpeg"
"1738688488-346","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","iPhone 7 32 gb","https://www.dakarvente.com/annonce-14489-iphone-7-32-gb.html","150.000  FCFA","Un iPhone occasion 7 plus 32Gb venant des usa en très bonne condition","Offre d'un particulier à Golf","media/annonces/pics/cd6cabede3cbaab1b38710a404fe4db2.jpeg"
"1738688500-347","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","iPhone 8 Plus Turbo","https://www.dakarvente.com/annonce-14648-iphone-8-plus-turbo.html","215.000  FCFA","iPhone 8plus turbo , 64 Gb, touche ID fonctionne très bien  presque neuf aucun problème à un prix très raisonnable.","Offre d'un particulier à Dakar","media/annonces/pics/a9dbffea0650b78ebe81dcae03090087.jpeg"
"1738688505-348","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","SAMSUNG GALAXY A11","https://www.dakarvente.com/annonce-14727-samsung-galaxy-a11.html","60.000  FCFA","le téléphone est presque neuf aucune rayure et garanti 24 mois par samsung sénégal dans sa boite avec tous ses accessoires. connexion 4G LTE WIFI

ecran 6.4 pouces

processeur octacore 1.8Ghz

ram 2Go stockage 32Go

Triple appareil photo arriére de 

13 MP, f/1.8, 27mm (wide), AF

5 MP, f/2.2, 115˚ (ultrawide)

2 MP, f/2.4, (depth)

flash LED, panorama, HDR

1080p@30fps

Appareil photo selfie : 8 MP, f/2.01080p@30fps

Batterie 4000mah avec une excellente autonomie. trés bon téléphone","Offre d'un particulier à Ouest Foire","media/annonces/pics/852d44380e64103cb4c6ead4eda8cfd2.jpg"
"1738688511-349","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","Iphone 7 plus 128g","https://www.dakarvente.com/annonce-14741-iphone-7-plus-128g.html","180.000  FCFA","Iphone 7 plus 128g venant du canada","Offre d'un particulier à Colobane","media/annonces/pics/d2fc6fd5dc64ce35cdefcd8e7dc979d2.jpeg"
